# Frox 日本語化 J7: **クエストの名前と依頼文**（設計 §8.59）。
# 欄: 鍵<TAB>訳。**鍵は触らない。**訳が空なら英語のまま出る（制約 4）。
#   name:番号      … q_info.txt の N: の名前
#   q_xxx.txt:番号 … その本の D: の連なり（上から 1, 2, …）
# `D:` は空白で継がれるので、**1 段落 1 行**で書くこと（§8.59）。
#
# The Thieves' Hideout (Outpost)
name:1	盗賊の隠れ家 (辺境の地)
# Another strange hole in reality has opened up on the edge of our town, and appears to be even more dangerous than the  last. Five of our strongest knights ventured within -- only  one returned, scorched by fire and babbling incoherently.   We have not the resources to deal with this threat. Do you?
q_doom2.txt:1	またひとつ、現実に奇妙な穴が町の外れに開いた。前のものよりさらに危険なようだ。我らの最も屈強な騎士が五人踏み込み、戻ったのはひとりきり。炎に焼かれ、意味の通らぬことを口走っていた。この脅威に立ち向かうだけの力は我々には無い。あなたにはあるか。
# Gods be praised, you have returned alive! When the last demon fell, we felt an evil aura depart from this town, letting all breathe easier again. Please accept our  sincerest thanks for saving our lives -- and a powerful gift from our resident Wizard. May you find it useful in your  questing.
q_doom2.txt:2	神々に感謝を、生きて戻ってきたのだな！ 最後の悪魔が倒れたとき、邪悪な気配がこの町を去るのを皆が感じ、ようやく息をつけた。命を救ってくれたことに心からの礼を。そして、町に住まう魔法使いからの強力な贈り物を受け取ってくれ。あなたの旅の役に立つことを願う。
# Gods be praised, you have returned alive! When the last demon fell, we felt an evil aura depart from this town, letting all breathe easier again. Please accept my  sincerest thanks for saving our town -- and a powerful gift from my wizard friend. May you find it useful in your  questing.
q_doom2.txt:3	神々に感謝を、生きて戻ってきたのだな！ 最後の悪魔が倒れたとき、邪悪な気配がこの町を去るのを皆が感じ、ようやく息をつけた。町を救ってくれたことに心からの礼を。そして、魔法使いの友からの強力な贈り物を受け取ってくれ。あなたの旅の役に立つことを願う。
# I've sent out someone else to do the job. Now leave me alone!
q_doom2.txt:4	その仕事はもう別の者に行かせた。ひとりにしてくれ！
# Another strange hole in reality has opened up on the edge of our town, and appears to be even more dangerous than the  last. Five of our strongest knights ventured within -- only  one returned, scorched by fire and babbling incoherently.   We have not the resources to deal with this threat. Do you?
q_doom2c.txt:1	またひとつ、現実に奇妙な穴が町の外れに開いた。前のものよりさらに危険なようだ。我らの最も屈強な騎士が五人踏み込み、戻ったのはひとりきり。炎に焼かれ、意味の通らぬことを口走っていた。この脅威に立ち向かうだけの力は我々には無い。あなたにはあるか。
# Gods be praised, you have returned alive! When the last demon fell, we felt an evil aura depart from this town, letting all breathe easier again. Please accept our  sincerest thanks for saving our lives -- and a powerful gift from our resident Wizard. May you find it useful in your  questing.
q_doom2c.txt:2	神々に感謝を、生きて戻ってきたのだな！ 最後の悪魔が倒れたとき、邪悪な気配がこの町を去るのを皆が感じ、ようやく息をつけた。命を救ってくれたことに心からの礼を。そして、町に住まう魔法使いからの強力な贈り物を受け取ってくれ。あなたの旅の役に立つことを願う。
# I've sent out someone else to do the job. Now leave me alone!
q_doom2c.txt:3	その仕事はもう別の者に行かせた。ひとりにしてくれ！
# You're pretty strong, so how about something to really  test you. Go to the lonely mountain and kill ten ancient gold dragons. That'll show us if you're really great.
q_drag_old.txt:1	なかなか強いようだな。ならば本当に力を試すものはどうだ。はなれ山へ行き、古代ゴールド・ドラゴンを十体倒してこい。それで本物かどうかがわかる。
# Nicely done. Here's another trophy of your victory.
q_drag_old.txt:2	よくやった。これも勝利の記念品だ。
# So you can't handle big dragons.
q_drag_old.txt:3	大きな竜には手が出せぬというわけか。
# There's a small dungeon in which dragons have created a home. They aren't a threat to us, but what do you say to doing some looting? Here's the deal, you go in, kill everything in there, take what you like and I'll send my men in for the rest. Sound good?
q_dragons.txt:1	竜どもが住み処にしている小さなダンジョンがある。我々に害を成すわけではないが、少し漁ってみる気はないか。話はこうだ。あなたが入って中のものを皆殺しにし、好きなものを持っていく。残りは私が部下を送って回収する。悪くないだろう？
# Here's a little something extra for you.
q_dragons.txt:2	これはほんの色をつけたぶんだ。
# Disgraceful.
q_dragons.txt:3	恥ずべきことだ。
# You're pretty strong, so how about something to really  test you. Go to Tiamat's lair and kill ten great wyrms of many colours. That'll show us if you're really great.
q_dragonslayer.txt:1	なかなか強いようだな。ならば本当に力を試すものはどうだ。ティアマットの巣へ行き、グレート・万色ワイアームを十体倒してこい。それで本物かどうかがわかる。
# Nicely done. Here's another trophy of your victory.
q_dragonslayer.txt:2	よくやった。これも勝利の記念品だ。
# So you can't handle big dragons.
q_dragonslayer.txt:3	大きな竜には手が出せぬというわけか。
# The ruins of the old Dwarven Embassy might be worth checking out. Dangerous monsters lurk there now, but we both know dwarves' predilection for gold and treasures.
q_dwarf.txt:1	古いドワーフ大使館の廃墟は、調べてみる値打ちがあるかもしれん。今は危険な怪物が巣くっているが、ドワーフが金銀財宝に目がないのは互いに承知のところだ。
# Well done, you can keep everything you found.
q_dwarf.txt:2	よくやった。見つけたものはすべて持っていってよい。
# Too bad, I guess those old treasures are lost forever.
q_dwarf.txt:3	残念だ。あの古い宝物も、これで永久に失われたということか。
# Unfortunately, reliable teleporting between Zul and the outside world has become impossible, thanks to a group of strange time mages who moved in some time ago. Their experiments have twisted the space-time fabric around our town. We could probably fix it with sorcery, but as things stand there would be little point - it would just get messed up all over again tomorrow. The time mages have refused to either leave or start behaving, and there's too many of them for us to drive out of the town by force. We need the help of a great hero like you, I hope you can catch them napping.
q_eddies.txt:1	残念ながら、ズルと外の世界とのあいだで確かなテレポートができなくなってしまった。しばらく前に移り住んできた、奇妙な時の魔術師の一団のせいだ。彼らの実験が、この町のまわりの時空の織り目をねじ曲げてしまった。仙術で直すこともできるだろうが、今のままでは意味が無い。明日にはまた滅茶苦茶にされるだけだからだ。時の魔術師たちは出ていくことも、おとなしくすることも拒んでいるうえ、力ずくで町から追い出すには数が多すぎる。あなたのような偉大な英雄の助けが要る。寝込みを襲えるとよいのだが。
# Yes, I heard of your success; news travel fast here. Thank you for your help, now we can teleport to other towns again without fear of landing on the wrong planet or in the wrong century. I found this strange object when we went out to admire your work and smooth out the space-time fabric; I am not sure what it is, but it looks like some kind of club. We have no use for it, please take it as a memento and thank-you gift.
q_eddies.txt:2	うむ、うまくいったと聞いたよ。ここでは知らせが早いのでな。助かった。おかげで、よその惑星やよその世紀に降り立つ心配をせずに、また他の町へテレポートできる。あなたの働きを見に出て、時空の織り目をならしていたときに、この奇妙なアイテムを見つけた。何なのかはよくわからないが、棍棒のたぐいに見える。我々には使い道が無い。記念と礼の印に受け取ってくれ。
# Too bad, the whole town was counting on you.
q_eddies.txt:3	残念だ。町じゅうがあなたを頼りにしていたのだが。
# You might be interested in exploring the old Elven Embassy among the ruins. The Elves are known to have stored many excellent items within those walls, perchance there are still some left hidden among the embassy ruins.
q_embassy.txt:1	廃墟に残るエルフの旧大使館を探ってみるのも面白いかもしれん。エルフはあの壁の内に優れたアイテムを数多く納めていたことで知られている。ひょっとすると、まだ大使館の廃墟に隠れて残っているものがあるかもしれんぞ。
# I hear you are doing rather well for yourself from all items you have been `liberating` from the ruins. Just remember I'm not charging you any taxes.
q_embassy.txt:2	廃墟から『解放』してきたアイテム々で、ずいぶん儲けているそうだな。税を取り立ててはいないことを、ゆめゆめ忘れるなよ。
# You have failed me, beware you do not do so again!
q_embassy.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# When Oberon, the rightful ruler of Amber, disappeared, Eric  did not waste much time making his claim for the throne. Eric is waiting for his own coronation in a secure stronghold. You must eliminate him before he is crowned, or other Amberites may feel obliged to obey him -- and he'll be invincible!
q_eric.txt:1	アンバーの正統な王オベロンが姿を消すと、エリックはすかさず王座への名乗りを上げた。エリックは堅固な要塞で自らの戴冠を待っている。戴冠の前に始末しなければならない。さもなくば他のアンバーの者たちも従わざるをえないと考え、あれは無敵になってしまう。
# You have done well. Please accept this reward.
q_eric.txt:2	よくやった。この報酬を受け取ってくれ。
# Eric is now the King of Amber. Maybe Oberon will come back and take the crown, or maybe not. You have failed your mission and the traitor has become the supreme ruler of Amber.
q_eric.txt:3	エリックは今やアンバーの王だ。オベロンが戻って王冠を取り返すかもしれないし、そうならないかもしれない。あなたは務めを果たせず、裏切り者がアンバーの至高の支配者となった。
# The forests near our city, once a safe and pleasant place for a relaxing evening walk, have become increasingly dangerous as shadow fairies have settled there. My scouts report they usually lurk in a deep thicket northeast of the main gate. I would be most thankful should you go there and eliminate this threat to our safety.
q_fairy.txt:1	かつては夕暮れの散歩に安全で心地よい場所だった町の近くの森が、影妖精が住み着いてからというもの、ますます危険になっている。物見の者の話では、大門の北東の深い茂みに潜んでいることが多いらしい。そこへ出向き、この脅威を取り除いてもらえれば、これほどありがたいことはない。
# Thank you for making our forests safer.
q_fairy.txt:2	森を安全にしてくれてありがとう。
# I hope I can find someone more capable than you.
q_fairy.txt:3	あなたより力のある者が見つかることを願うよ。
# I would like you to explore the ruins of the old barracks. No one's been there in decades; the rooms have largely caved in, and the ghosts of the soldiers who died in the great earthquake are rumoured to haunt the place. You could check whether it's safe and whether anything valuable survived the earthquake.
q_ghosts.txt:1	古い兵舎の廃墟を調べてもらいたい。何十年も誰も足を踏み入れていない。部屋の多くは崩れ落ち、大地震で死んだ兵たちの亡霊が出るという噂だ。安全かどうか、そして地震を免れた値打ちのあるものが残っていないかを見てきてほしい。
# I hear there was still some good stuff left, you can keep anything you found as your reward.
q_ghosts.txt:2	まだよいアイテムが残っていたそうだな。見つけたものは何でも報酬として持っていってよい。
# You have failed me, beware you do not do so again!
q_ghosts.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# You're not a total wimp but how about something a bit more challenging? Go to the Giant's Hall and kill ten lesser titans to show us you're really strong.
q_giantslayer.txt:1	まるきり腰抜けというわけではないようだ。もう少し歯ごたえのあるものはどうだ。巨人の広間へ行き、レッサー・タイタンを十体倒して、本当に強いことを見せてみろ。
# You're not a total wimp but how about something a bit more challenging? Go to the Snow Castle and kill ten lesser titans to show us you're really strong.
q_giantslayer.txt:2	まるきり腰抜けというわけではないようだ。もう少し歯ごたえのあるものはどうだ。雪の城へ行き、レッサー・タイタンを十体倒して、本当に強いことを見せてみろ。
# Not bad. Our armourers have made you another trophy.
q_giantslayer.txt:3	悪くない。武具職人がまた記念品を作ってくれた。
# So you're not stronger than a titan.
q_giantslayer.txt:4	タイタンより強くはなかったということだな。
# There is something evil going on in the old, thatched house near the south-east corner of the city wall. People say that the house is haunted and refuse to go near it. We need someone to exorcise the evil spirits that are infesting the house.
q_haunted_house.txt:1	町の城壁の南東の角の近くにある、古い茅葺きの家で邪悪な何かが起きている。町の者はあの家には幽霊が出ると言って、近寄ろうとしない。家に巣くう悪霊を祓ってくれる者が要る。
# Well done, indeed! Our citizens can finally sigh in relief.
q_haunted_house.txt:2	まことに見事！ 町の者もようやく胸をなでおろせる。
# Bah, what a loser! Fortunately, a bunch of pilgrims who were passing by turned out to be ultra-elite paladins on their pilgrimage to the holy city, and -- as a spiritual exercise -- the cleaned up the house without even asking for a reward. Maybe you should try to find them: you could learn a thing or two!
q_haunted_house.txt:3	ふん、まったくの役立たずだな！ 幸い、通りかかった巡礼の一団が、聖なる都へ向かう超一流のパラディンたちだとわかってな。修行のひとつとして、報酬も求めずに家を清めてくれたよ。彼らを探してみてはどうだ。ひとつふたつ学べるかもしれんぞ。
# Lord Bovin, the once-beloved Warden of the High Tower, has joined forces with a black enchantress and turned to evil. Dark wizards and necromancers now frequent the High Tower, plotting against our city. Their plans must be disrupted before they raise an unstoppable army of demons, dragons and the dead. Please help us and save our city.
q_htower.txt:1	高塔の守り手として長く慕われてきたボヴィン卿が、黒衣の女魔術師と手を結び、邪悪に堕ちてしまった。今や高塔には闇の魔術師や死霊術師が出入りし、この街に対して謀りごとを巡らせている。デーモンとドラゴンと死者の、止めようのない軍勢を起こされる前に、その企みを断たねばならない。どうか力を貸し、この街を救ってほしい。
# Thank you! Now the people of Anambar can walk safely again.
q_htower.txt:2	ありがとう！ これでアナンバールの民も、また安心して出歩ける。
# I should have known you wouldn't be up to this task. Fortunately Lord Gwilim, the great hero, happened to drop by and saved us from the dark armies of the traitor Bovin.
q_htower.txt:3	あなたにこの務めは荷が重いと、はじめから察するべきだった。幸い、大英雄グウィリム卿がたまたま通りかかり、裏切り者ボヴィンの闇の軍勢から我々を救ってくださった。
# A group of mercenaries have been frightening people at the bar. I need you to go and restore order. Be sure to  send my condolences to the families.
q_inntrouble.txt:1	傭兵の一団が酒場で客を怯えさせている。行って秩序を取り戻してきてくれ。遺族には私からの弔意を伝えるのを忘れずにな。
# Here is a reward for your good work.
q_inntrouble.txt:2	よい働きへの報酬だ、受け取ってくれ。
# You have failed me, beware you do not do so again!
q_inntrouble.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# A mysterious army has appeared near the eastern border. Their troops seem endless. There is not a hope a we can defeat them by numbers, we have to take out their general to make them retreat. Your mission is to infiltrate their headquarters, find the horned general and then get out of there alive. Beware of traps!
q_killing_fields.txt:1	東の国境の近くに、素性の知れぬ軍勢が現れた。その兵の数は尽きることがないように見える。数で打ち破る望みはない。退かせるには敵の将を討つしかないのだ。おまえの務めは、敵の本陣に潜り込み、角を生やした将を見つけ出し、そこから生きて戻ることだ。罠に気をつけろ！
# The invasion from the east has been thwarted! As a reward, we will give you valuable item which may yet save your life.
q_killing_fields.txt:2	東からの侵攻は食い止められた！ 褒美として、いつかおまえの命を救うかもしれない値打ちのあるアイテムを授けよう。
# We have now been driven into a full war which we wished to avoid. You have failed your duty, your superiors and your country. You have lost your honour.
q_killing_fields.txt:3	避けたかった全面戦争へ追い込まれてしまった。おまえは自らの務めを、上官を、そして祖国を裏切った。おまえは名誉を失ったのだ。
# Unusual and dangerous phenomena have been reported in the marshes to the northeast. Strange lights are said to blink around, luring travelers away from safe paths and into quagmires; and one fowler even claims to have narrowly escaped with his life after being set upon by what looked like an enormous rolling pumpkin! I do not know how much truth there is behind these stories, but I would appreciate it if you investigated and made sure the swamps are safe.
q_lights.txt:1	北東の湿地で、怪しく危うい出来事が続けて報せられている。奇妙な灯がちらちらと漂い、旅人を安全な道から誘い出して泥沼へ引き込むという。鳥刺しのひとりなどは、途方もなく大きな転がるカボチャのようなものに襲われ、命からがら逃げてきたと言い張っている。この話にどれだけの真実があるのかは分からないが、湿地を調べて安全を確かめてきてもらえるとありがたい。
# Thank you! I sent a couple of scouts to see for themselves what happened, and one of them discovered this lamp in the remains of that giant pumpkin. Please take it as a reward for your good work.
q_lights.txt:2	ありがとう！ 何が起きたのかをその目で見てくるよう斥候を二人ほど出したところ、そのうちのひとりが、あの巨大なカボチャの残骸からこのランプを見つけてきた。よい働きへの報酬として受け取ってくれ。
# Oh no! If this keeps up, next we'll have hydras in the swamps...
q_lights.txt:3	なんということだ！ このままでは、次は沼にヒドラが出るぞ……
# One of the houses in town was recently sold to a foreign mystic. Now more and more alarming things happen like the sudden plague of evil in the sewers, animals dying, people getting sick, and a general run of bad luck for our town. It is like someone is playing around with powers of chaos. I have evidence that the origin of everything is the stranger living in the house in the north-west corner of town. I need you to take this logrus adept out.
q_logrus_master.txt:1	町の家のひとつが、最近よその地から来た神秘家に売られた。それからというもの、下水道に突然邪悪がはびこり、家畜が死に、人が病み、町全体が不運続きと、剣呑なことばかりが増えている。まるで誰かがカオスの力をもてあそんでいるかのようだ。すべての元凶が、町の北西の角の家に住むあのよそ者であるという証拠を私は握っている。このログルス使いを始末してきてほしい。
# You saved us from deep trouble again. Please accept this modest gift.
q_logrus_master.txt:2	またしても深刻な事態から救ってくれた。ささやかだが、このアイテムを受け取ってくれ。
# It seems like I've overestimated your power. But at least my friend Astinus, the Librarian says that the Logrus Master has left the town. Lets hope that he never comes back.
q_logrus_master.txt:3	どうやらあなたの力を買いかぶっていたようだ。だが少なくとも、司書の友人アスティナスの話では、あのログルス使いは町を出たらしい。二度と戻らぬことを祈るばかりだ。
# If you can see this description, there's a bug in the code, please report.
q_meta.txt:1	この説明が見えているなら、コードに不具合がある。報告してほしい。
# A mysterious building has appeared, with the eldritch runes "M$" inscribed in its walls. An aura of evil radiates from this building. People in nearby villages have lost their money and sanity, and turned into mindless zombies. Beware -- it is rumoured that the Dark Lord who dwells inside this mansion of vast evil is the Apocalyptic Beast himself! Who knows what unspeakable secrets lurk inside?
q_microsoft.txt:1	奇怪な建物が現れた。壁には『M$』という不気味なルーン文字が刻まれている。この建物からは邪悪な気配が漂い出ている。近くの村の者たちは金も正気も失い、心を無くしたゾンビと化してしまった。気をつけろ。この途方もない悪の館に住まう暗黒の君主は、黙示録の獣その人だという噂がある！ 中にどれほど口にするのもはばかられる秘密が潜んでいるか、知れたものではない。
# Thank you for killing the demon!
q_microsoft.txt:2	あの悪魔を倒してくれてありがとう！
# You have brought a terrible thing upon us! Now Micro$oft has an absolute monopoly on everything in this town, this country, this world! Every item sold anywhere is now M$-licenced and M$ gets a part of the profit. And there's no guarantee that the overall quality of the wares will improve... I notice that you have not received the Official M$ Licence number on your forehead yet. I don't know if anyone will sell you anything before you get one.
q_microsoft.txt:3	とんでもないことをしてくれた！ 今やマイクロ$フトは、この町の、この国の、この世界のすべてを完全に独り占めしている！ どこで売られるアイテムにも M$ の認可が要り、M$ が利益の一部を取っていく。それでアイテムの出来がよくなる保証などどこにもないというのに……。見たところ、あなたの額にはまだ M$ 公認の認可番号が入っていないな。それを手に入れるまで、誰かが何かを売ってくれるかどうかは分からんぞ。
# The Black Market's owner is thinking of opening another Thieves' Guild.  I do not need the competition, here is the key to the Black Market's treasure room. Destroy everything you find there and you will be rewarded.
q_mimics_treasure.txt:1	ブラックマーケットの主が、もうひとつ盗賊ギルドを開こうと考えている。競争相手など要らん。これがブラックマーケットの宝物庫の鍵だ。そこで見つけたものをすべて壊してくれば礼をしよう。
# You have done well. Please accept the following reward as a token of my gratitude.
q_mimics_treasure.txt:2	よくやった。感謝の印として、次の報酬を受け取ってくれ。
# You have failed this quest, but keep what you have found.
q_mimics_treasure.txt:3	この依頼はしくじったな。だが見つけたものは持っていくがいい。
# Those annoying do-gooders who call themselves the knights of the Holy Grail are a pain in our flesh. We can tolerate them no longer! You must storm their Castle Montsalvat and show them who's the boss!
q_montsalvat.txt:1	聖杯の騎士などと名乗る、あの鼻につく善人どもが目の上のこぶだ。もう我慢ならん！ 奴らのモンサルヴァト城へ攻め込み、どちらが上か思い知らせてやれ！
# You have done well. Please accept this reward.
q_montsalvat.txt:2	よくやった。この報酬を受け取ってくれ。
# Aaaargghh! You wimp, you feeble cry-baby! Do you have any idea  of the disgrace you have brought to our mighty guild? Who's going to fear Death Knights anymore when they hear how those Knights of the accursed Holy Grail wiped the floor with you? Get lost! GO! NOW!
q_montsalvat.txt:3	ぐああああっ！ この腰抜けめ、泣き虫の役立たずめ！ 我らが偉大なギルドにどれほどの恥をかかせたか分かっているのか？ 呪われた聖杯の騎士どもにおまえがこてんぱんにされたと聞いて、これから誰が死の騎士を恐れるというのだ？ 失せろ！ 行け！ 今すぐにだ！
# There's a warehouse at the northern edge of the city that Vanerion, the librarian, has used for storing rare books. About half a year ago, people started reporting a malevolent presence there, as if they were being spied on by someone unseen. Last week Vanerion went there for a book, and when he opened the door he barely recognized the place. A gang of thieves seems to have set up shop there; but more worryingly, the books themselves were coming to life. The malevolent presence was everywhere, and demonic signs appeared on the floor. Please locate and destroy the source of this evil, reports indicate the ability to kill from range could be of paramount importance.
q_mug.txt:1	街の北のはずれに、司書のヴァネリオンが珍しい本の置き場として使ってきた倉庫がある。半年ほど前から、そこに悪意ある気配がある、見えない誰かに覗かれているようだ、という声が上がりはじめた。先週ヴァネリオンが本を取りに行ったところ、扉を開けてもそこがどこだか分からぬほど様変わりしていたそうだ。盗賊の一味が住み着いているらしい。だがそれ以上に気がかりなのは、本そのものが動きはじめていることだ。悪意ある気配は至るところに満ち、床には悪魔の印が浮かんでいたという。この邪悪の源を突き止めて滅ぼしてきてほしい。報せによれば、離れたところから殺す力がなによりも物を言うそうだ。
# Thank you for eliminating this abomination!
q_mug.txt:2	あの忌まわしきものを始末してくれてありがとう！
# You have brought a terrible thing upon us! Now their spying eyes are everywhere.
q_mug.txt:3	とんでもないことをしてくれた！ 今や奴らの覗く目が至るところにある。
# Are you here to enrol? First thing I need from you is to go and get a pile of magic mushrooms. They grow in the icky cave.
q_mushrooms.txt:1	入学しに来たのか？ まずおまえにしてもらいたいのは、魔法のキノコを山ほど採ってくることだ。あれはねばねば洞窟に生えている。
# Good now I can finish my salad. Take this signet ring to show you're allowed to be here.
q_mushrooms.txt:2	よし、これでサラダを仕上げられる。ここにいてよい証しに、この印章の指輪を持っていけ。
# You know what helps with mushrooms? Other mushrooms.
q_mushrooms.txt:3	キノコに効くものが何か知っているか？ 別のキノコだ。
# The Wizards of Nature have discovered a magical Node of  Nature in a nearby forest. You must seek the Node and  dispatch its guardians so that the Tower of Nature can  claim the mystical energies of the Node.
q_nature.txt:1	自然の魔術師たちが、近くの森に自然の特異点を見つけた。おまえはその特異点を探し出し、守護者どもを片づけよ。自然の塔がその神秘の力を手にできるようにな。
# You have done well. A powerful spellbook awaits you outside.
q_nature.txt:2	よくやった。強力な魔法書が外で待っている。
# Begone, incompetent fool! The dimensional energies of the  mystic Node have faded away and are lost forever! You had your chance and botched the job.
q_nature.txt:3	去れ、無能者め！ 神秘の特異点の次元の力は薄れ、永久に失われた！ 機会は与えたのに、おまえはしくじったのだ。
# It is time to take the battle to the Serpent. But before you can reach it, you must find and kill Oberon. Only after defeating the powerful king of Amber will the stairs leading to the Serpent's lair be opened.
q_oberon.txt:1	サーペントとの戦いに挑むときが来た。だがそこへ辿り着く前に、オベロンを見つけ出して倒さねばならない。強大なアンバーの王を打ち破ってはじめて、サーペントの巣へ降りる階段が開かれるのだ。
# The old castle northwest of here has been taken over by evil beings.  Mighty undead, evil spell casters, dragons, and even titans are  rumored to lurk there. Destroy ALL the monsters within the castle,  and your reward will be an artifact of great value.
q_old_castle.txt:1	ここから北西の古い城が、邪悪なものたちに乗っ取られた。強力なアンデッド、邪悪な魔法使い、ドラゴン、さらにはタイタンまでもが潜んでいるという噂だ。城の中の怪物をすべて滅ぼせば、褒美として大きな値打ちのあるアーティファクトをやろう。
# Impressive!! You have served me well. May this final gift aid you well in your future adventures.
q_old_castle.txt:2	見事！！ よく仕えてくれた。この最後の贈り物が、これからの冒険で大いに役立つことを。
# Impressive!! You have served me well. May this gift aid you well in your future adventures.
q_old_castle.txt:3	見事！！ よく仕えてくれた。この贈り物が、これからの冒険で大いに役立つことを。
# It seems like this task was too difficult for you.
q_old_castle.txt:4	この務めはあなたには荷が重すぎたようだ。
# Old Man Willow has gone too far! He has turned a small section of the forest against all men. Please kill him before his influence can spread any further, you will be well rewarded  for completing this quest. The quest is in a clearing east of the town.
q_old_man_willow.txt:1	柳じじいのやりようは度を越している！ 森の一角を、人という人に敵対させてしまったのだ。その力がこれ以上広がる前に討ち取ってきてほしい。やり遂げれば十分に報いよう。場所は町の東の開けた土地だ。
# Thank you! Old Man Willow was much more manageable when good ol' Tom Bombadil was still around.
q_old_man_willow.txt:2	ありがとう！ 柳じじいも、あの気のいいトム・ボンバディルがいたころは、もっと手なずけやすかったのだがな。
# The quest was more than you could handle.
q_old_man_willow.txt:3	この依頼はあなたの手に余ったようだな。
# The marauding orcs approach ever closer to our quiet town, as is happening all over in these troubled times. To the southeast lies a valley where our scouts have found an orc raiding party preparing to overrun us once and for all. Our forces are committed elsewhere; please repel this threat before they reach our borders.
q_orcs.txt:1	荒らし回るオークどもが、この静かな町へじりじりと近づいてきている。この乱れた世では、どこでも起きていることだ。南東に谷があり、斥候がそこで、我々を一気に踏みつぶそうと支度をしているオークの襲撃隊を見つけた。我が軍は他所に出払っている。この脅威が国境へ達する前に、どうか追い払ってほしい。
# Thank you for your assistance. Please accept this token of our appreciation. We may have need for your help in future, as well.
q_orcs.txt:2	助力に感謝する。感謝の印としてこれを受け取ってくれ。これからもまた力を借りることがあるかもしれん。
# I've sent out someone else to do the job. Now leave me alone!
q_orcs.txt:3	その仕事はもう別の者に行かせた。ひとりにしてくれ！
# Thank you for taking care of the orcs. I had my men search the area after you were finished and they discovered a secret tunnel in a nearby hill. We suspect this is where the orcs are coming from. Secure the tunnels and you will be rewarded.
q_orcs2.txt:1	オークどもを片づけてくれて助かった。あのあと部下に周りを調べさせたところ、近くの丘に隠された坑道を見つけた。オークはそこから湧いてきているのだろう。坑道を制圧してくれば礼をしよう。
# You helped make the city safer from orcs.
q_orcs2.txt:2	おかげで街はオークからいくらか安全になった。
# You have failed me, beware you do not do so again!
q_orcs2.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# Unspeakable horrors inhabit the old quarry south of our town, spreading gloom and fear as they creep out at night. Please, help us before it's too late for Angwil.
q_pit2.txt:1	町の南にある古い石切場に、言葉にできない恐怖が棲みついている。夜になると這い出してきて、陰鬱と恐れをまき散らすのだ。頼む、アングウィルが手遅れになる前に力を貸してくれ。
# Unspeakable horrors inhabit an old quarry in the forest to the northwest, spreading gloom and fear as they creep out at night. Please,  help us before it's too late for Outpost.
q_pit2.txt:2	北西の森にある古い石切場に、言葉にできない恐怖が棲みついている。夜になると這い出してきて、陰鬱と恐れをまき散らすのだ。頼む、辺境の地が手遅れになる前に力を貸してくれ。
# Thank you.
q_pit2.txt:3	感謝する。
# Oh. no.
q_pit2.txt:4	ああ、なんてことだ。
# Oh you're back already, hmm. Next thing you should do is get me some pumpkins from the icky cave. They have interesting magical properties.
q_pumpkins.txt:1	おや、もう戻ってきたのか。ふむ。次にしてもらいたいのは、ねばねば洞窟からカボチャをいくつか採ってくることだ。あれには面白い魔法の性質がある。
# Good work. Now I can finish my soup. Take this signet ring to show you're allowed to be here.
q_pumpkins.txt:2	よい働きだ。これでスープを仕上げられる。ここにいてよい証しに、この印章の指輪を持っていけ。
# You know what helps with pumpkins? Fire.
q_pumpkins.txt:3	カボチャに効くものが何か知っているか？ 火だ。
# This quest has been removed. If you are seeing this, then you probably took the quest before upgrading to a version in which the quest no longer exists.
q_removed.txt:1	この依頼は削除された。これが見えているなら、依頼を受けたあとで、その依頼が無くなった版へ更新したのだろう。
# You accomplished something truly noble. Well done!
q_removed.txt:2	まことに気高いことを成し遂げた。見事だ！
# You failed this quest.
q_removed.txt:3	この依頼はしくじった。
# I keep hearing persistent rumors of an old treasure chest hidden somewhere on Scary Rock, supposedly buried there by the pirates who infested these shores in days gone by. I would very much like to investigate this matter, unfortunately none of the local men are willing to go anywhere near that islet. I'm sure it's just the name of the place keeping them away, you should have nothing to worry about.
q_scary.txt:1	恐岩のどこかに古い宝箱が隠されているという噂が、いつまでも消えない。その昔この海岸を荒らし回った海賊たちが埋めたものらしい。ぜひ確かめてみたいのだが、あいにく地元の男は誰ひとり、あの小島に近寄ろうとしない。名前に怖じ気づいているだけだろう。あなたが案じることは何もないはずだ。
# Thank you! Here's a little reward for your good work. I trust there was enough booty for both of us?
q_scary.txt:2	ありがとう！ よい働きへのささやかな報酬だ。分け前は二人ぶんあったのだろうな？
# Too bad, I will need to find a better hero. Wait a minute... did you at least verify the presence of the treasure?
q_scary.txt:3	残念だ、もっとましな英雄を探さねばならんな。いや待て……宝がそこにあることだけでも確かめてきたのか？
# Your final quest is the ultimate quest that has always been required of you. You must enter the realm of the Serpent, travel deep, and defeat this source of all our problems. Be prepared, be patient, and good luck. May the light shine on you.
q_serpent_of_chaos.txt:1	最後の依頼は、はじめからあなたに求められてきた究極の務めだ。サーペントの領域へ踏み入り、深くまで下り、我らのあらゆる災いの源を打ち倒せ。備えを固め、焦らず進め。幸運を祈る。あなたの上に光がありますように。
# The sewer underneath the city has been acting strange lately. There are rumors of monsters living beneath our fair city. I need you to exterminate the vermin and bring the sewer back to its normal, if dirty, self.
