# モンスターの説明文
#
# **この表が説明文の定義の置き場。** 作り直しは `python tools/frox/fc_build_ja_desc.py --write`、
# ここから `edit/r_info.ja.txt` の `D:` を組むのは `fc_build_ja_names.py --write`。
#
# 欄はタブ区切りで idx / name / dep / src / ratio / en / ja。
#   src=変愚   … 英語原文が変愚と一致。訳をそのまま採った
#   src=変愚≒  … ほぼ一致（ratio が材料）。**目で確かめること**
#   src=当方   … 人が書いた。**作り直しでも消さない**
#   src=未訳   … 空欄。英語のまま出る（制約 4）
#
# ja を書き替えれば src は次の作り直しで自動的に `当方` になる。
# name と en は**人が読むため**で、突き合わせには使わない（突き合わせは idx）。
idx	name	dep	src	ratio	en	ja
481	Shelob, Spider of Darkness	32	変愚	1.000	Shelob is an enormous bloated spider, rumoured to have been one of the brood of Ungoliant the Unlight. Her poison is legendary, as is her ego, which may be her downfall. She used to guard the pass through Cirith Ungol, but has not been seen there for many eons.	シェロブは巨大に肥え太った蜘蛛で、ウンゴリアントの闇の一族であったと言われている。その毒の恐ろしさは伝説的で、また自我の強さも伝説的であったが、それがシェロブの没落を導いたに違いない。シェロブはかつてキリス・ウンゴルの通り道の番人であったが、長い間その姿を見た者はいない。
482	Giant squid	32	変愚	1.000	Besides being capable of dragging whole ships underwater, this creature can also harm you with ranged attacks.	船をまるごと水中にひきずりこんでしまう能力に加え、このモンスターは遠くからあなたにダメージを与えることができる。
483	Ghoulking	32	変愚	1.000	Flesh is falling off in chunks from this decaying abomination.	この腐敗した凶々しい者の体からは腐肉の塊が滴り落ちている。完全な人間の形をしているわけではないが、限りなく人間に良く似ている場合もある。前かがみの姿勢で２本足で歩き、何処となく犬に似ている。皮膚はゴムのような感じでカビがこびりついており、耳はぴんと立っている。半分に割れた蹄と、穴を掘るのに使う鱗のある鉤爪を持つ。夜行性で、人間のたくさん住む場所の近くにおり、腐肉を好んで食らう。泣くように、或いはとてつもない早口で話す。
484	Doombat	32	変愚	1.000	It is a fast moving creature of chaos, a gigantic black bat surrounded by flickering bright red flames.	素早いカオスの怪物で、ゆらめく真紅の炎に包まれた巨大なコウモリだ。
485	Ninja	32	変愚	1.000	A humanoid clothed in black who moves with blinding speed.	黒い服に身を包んだ人間で、目にもとまらぬスピードで動く。
486	Memory moss	32	変愚	1.000	A mass of green vegetation. You don't remember seeing anything like it before.	緑の苔の大集団だ。以前にも出会ったことがあるような気がするが、どうしても思い出せない。
487	Storm giant	35	変愚	1.000	It is a twenty-five foot tall giant wreathed in lighting.	背の高さが 8 メートルもある、稲妻に身を包んだ巨人だ。
488	Spectator	32	変愚	1.000	It has two small eyestalks and a large central eye.	それは二本の小さな眼柄と中央に大きな目を持っている。
489	Bokrug	33	変愚	1.000	A lizard-like Great Old One worshipped by the men of Sarnath.	ドリームランドのイブと姉妹都市ル＝イブで異形の種族によって崇拝された青色の水蜥蜴神。金属製の鱗と淡黄色に輝く目を持ち、下顎には肉垂のかわりに触角がついている。背鰭に沿って針のような刺状の突起があり、脚には水掻きがついていて、尾は平たくなっている。かつてドリームランドで一番高い文明の中心であったサルナスを、一晩で破壊してしまったことがある。ボクラグの反応は非常に鈍く、爬虫類らしく遅いペースで行動する。激しい怒りを、相手がとっくに死んでいるというのに、その子孫に向けてぶつけることもあるという。（ラヴクラフト「サルナスをみまった災厄」他）
490	Biclops	33	変愚	1.000	Oh, no! Aaargh! It is the most unnatural, most disgusting creature imaginable: a two-eyed cyclops! This perversion of nature must be exterminated!	なんということだ、あぁ！それは最も自然の摂理に反していて、考えうる限り最も忌まわしい生き物だ。二つ目のサイクロプス！この自然の汚点は根絶されなければならない！
491	Half-troll	33	変愚	1.000	A huge, ugly, half-human in search of plunder.	餌食を探し回っている、巨大で醜い人間とトロルの混血だ。
492	Ivory monk	33	変愚	1.000	A monk in white robes. He is skilled in martial arts.	純白の法衣を身にまとった、拳法に熟練した修行僧だ。
493	Bert the Stone Troll	33	変愚	1.000	Big, brawny, powerful and with a taste for hobbit. He has friends called Bill and Tom.	巨大で、筋骨逞しくて、強力で、ホビットを大好物にしている。彼にはビルとトムという友達がいる。
494	Bill the Stone Troll	33	変愚	1.000	Big, brawny, powerful and with a taste for hobbit. He has friends called Bert and Tom.	巨大で、筋骨逞しくて、強力で、ホビットを大好物にしている。彼にはバートとトムという友達がいる。
495	Tom the Stone Troll	33	変愚	1.000	Big, brawny, powerful and with a taste for hobbit. He has friends called Bert and Bill.	巨大で、筋骨逞しくて、強力で、ホビットを大好物にしている。彼にはバートとビルという友達がいる。
496	Cave troll	33	変愚	1.000	He is a vicious monster, feared for his ferocity.	彼は恐ろしい残忍さを持った邪悪なモンスターだ。
497	Anti-paladin	33	変愚	1.000	An embodiment of all the cardinal vices, he beholds you scornfully.	あらゆる主枢悪徳の体現者で、あなたを軽蔑した目つきで見つめている。
498	Logrus master	33	変愚	1.000	An adept of chaos, feared for his skill of invoking raw Logrus.	カオスの達人で、ログルスを操る能力により恐れられている。
499	Barrow wight	33	変愚	1.000	It is a ghostly nightmare of an entity.	それは実体を持った悪夢のような幽霊だ。
500	Giant skeleton troll	33	変愚	1.000	It is the animated form of a massive troll.	それは屈強なトロルの骸骨に生命を吹き込んだものだ。
501	Chaos drake	33	変愚	1.000	A dragon twisted by the forces of chaos. It seems first ugly, then fair, as its form shimmers and changes in front of your eyes.	カオスの力で歪んだドラゴンだ。それは一見すると醜いようだが、眼前で刻々と輝きながら変化する姿は独特の美しさを持っている。
502	Law drake	33	変愚	1.000	This dragon is clever and cunning. It laughs at your puny efforts to disturb it.	このドラゴンは頭が良くてずる賢い。攻撃をされても、ものともせずにせせら笑っている。
503	Balance drake	33	変愚	1.000	A mighty dragon, the balance drake seeks to maintain the Cosmic Balance, and despises your feeble efforts to destroy evil.	強力なドラゴンであるバランス・ドレイクは、宇宙のバランスを維持することを求め続けている。そのため邪悪を滅ぼそうとする冒険者の微弱な努力を軽蔑しきっている。
504	Ethereal drake	33	変愚	1.000	A dragon of elemental power, with control over light and dark, the ethereal drake's eyes glare with white hatred from the shadows.	精霊の力を持ったドラゴンで、光と影を自由に操ることができる。その白く輝く瞳は暗黒の者から恐れられている。
506	Fasolt the Giant	33	変愚	1.000	Big, brawny, powerful and with a greed for gold.	大きくて、逞しくて、力強い巨人で金に強欲だ。
507	Logrus ghost	33	変愚	1.000	An almost life-like creature which is nothing more than a phantom created by the Logrus.	ほとんど生き物のようだが、実は「ログルス」により作られた幻影にすぎない。
508	Spectre	33	変愚	1.000	A phantasmal shrieking spirit. Its wail drives the intense cold of pure evil deep within your body.	幻のような泣き叫ぶ魂だ。その悲鳴を聞くと、純粋な邪悪がもたらす強烈な冷気が体の芯まで入り込んでくる。
509	Water troll	33	変愚	1.000	He is a troll that reeks of brine.	彼は海水のような匂いを発しているトロルだ。
510	Fire elemental	33	変愚	1.000	It is a towering inferno of flames.	それは高くそびえ立つような火炎地獄だ。
511	Cherub	33	変愚	1.000	It is an angel moving very quickly, wielding a holy war hammer and casting a volley of powerful spells in your direction.	それは非常に動きの速い天使で、聖なるウォーハンマーを手に持ち、強力な呪文を立て続けに唱えてくる。
512	Water elemental	33	変愚	1.000	It is a towering tempest of water.	それは高くそびえ立つ水の竜巻だ。
513	Multi-hued hound	33	変愚	1.000	Shimmering in rainbow hues, this hound is beautiful and deadly.	虹色に輝くこのハウンドは美しく、しかも非常に危険だ。
514	Night stalker	34	変愚	1.000	It is impossible to define its form but its violence is legendary.	その姿を定義するのは不可能なことだが、その残忍さは伝説的ですらある。
515	Velociraptor	34	当方		Speedy little creatures with sharp claws and teeth.	鋭い爪と牙を持った、素早い小型の生き物だ。
516	Master thief	34	変愚	1.000	Cool and confident, fast and lithe; protect your possessions quickly!	冷静で大胆、素早くて柔軟。持ち物を素早く守れ！
517	Jurt the Living Trump	34	変愚	1.000	A magical treatment has turned Jurt, an adept of Logrus, into a Living Trump.	混沌の宮廷の女王ダラの息子で、ログルス使いである彼の心は復讐心で捻じ曲がっている。彼は復讐を果たすため魔法の儀式によって人間トランプとなった。”「どこでも移動できたとしても無意味だ」ジャスラは言った。「お前がどこにいても間抜けならね。」”（ロジャー・ゼラズニイ、アンバー８「混沌の徴」）
518	Lich	34	変愚	1.000	It is a skeletal form dressed in robes. It radiates vastly evil power.	それはローブに身を包んだ骸骨のようだ。それは邪悪な力を広範囲に渡って放射している。
519	Gas spore	34	変愚	1.000	From a distance, this creature is often mistaken for the much more dangerous beholder.	ビホルダーそっくりの外見だが、基本的には無害。攻撃されると爆発する。たまに胞子（スポア）を撒き散らすことがあるが、これは体内に入って、やがて数匹のガス・スポアに成長する。胞子を吸った者は適切な治療が施されない限り、１日以内に死亡する。
520	Master vampire	34	変愚	1.000	It is a humanoid form dressed in robes. Power emanates from its chilling frame.	それはローブに身を包んだ人間のような姿をしている。冷気を持ったその体からは力のオーラが放射されている。
521	Oriental vampire	34	変愚	1.000	The oriental vampire is a mist-like creature.	東洋の吸血鬼は霧のような生き物だ。
522	Greater mummy	34	変愚	1.000	Once a powerful ruler, now an even more powerful undead menace.	かつては強力な支配者であったが、今ではさらに強力なアンデッドの強敵になっている。
523	Bloodletter of Khorne	34	変愚≒	0.886	Slender, red-skinned demons twisting in nightmarish shapes. They are armed with hellblades, which will suck the life from your body.	流血の神<コーン>の配下の下級悪魔。悪夢のような姿に捻じ曲がった、細身で赤い肌をした悪魔だ。ヘルブレードを装備していて、その刃はあなたの生命力を吸いとる。
524	Giant grey scorpion	34	変愚	1.000	It is a giant grey scorpion. It looks poisonous.	それは灰色の巨大なサソリだ。それは毒を持っているようだ。
525	Earth elemental	34	変愚	1.000	It is a towering form composed of rock with fists of awesome power.	それは岩でできたそびえ立つような姿をしていて、凄まじい力を持った拳が付いている。
526	Air elemental	34	変愚	1.000	It is a towering tornado of winds.	それはそびえ立つような風の竜巻だ。
527	Doom drake	34	変愚	1.000	Doom drakes are trained firedrakes, always moving in pairs, looking for a battle.	ドゥーム・ドレイクは訓練されたファイア・ドレイクで、常に対になって行動し獲物を求めている。
528	Gargoyle	34	変愚	1.000	A weird demon creature with a stone-like skin.	羽の生えた、石の肌をした悪魔だ。
529	Malicious leprechaun	35	変愚	1.000	This little creature has a fiendish gleam in its eyes.	この小さなモンスターの目は悪魔のように輝いている。
530	Eog golem	35	変愚	1.000	It is a massive deep brown statue, striding towards you with an all-too-familiar purpose. Your magic surprisingly feels much less powerful now.	それは深い茶色の堂々たる巨像で、誰にも明らかなありふれた目的――侵入者を殺す事！――を果たす為にあなたに向って大股で歩み寄ってくる。このモンスターに対してはあまりの魔法の無力さに呆然とするであろう。
532	Dagashi	35	変愚	1.000	A human warrior, moving with lightning speed.	人間の戦士で、稲妻のようなスピードで動く。
533	Headless ghost	35	変愚	0.986	A phantasmal apparition with no head.	頭の無い幽霊のような姿だ。
534	Dread knight	35	当方		A towering figure clad in gruesome spiked armour, you feel a chill in the air as he advances silently through the dungeon.	おぞましい棘の鎧に身を包んだ長身の姿だ。それが音もなくダンジョンを進んでくると、あたりの空気が冷えていくのを感じる。
535	Leng spider	35	変愚	1.000	Bloated purple spiders with long, bristly legs.	ドリームランドに生息する、紫がかった色の巨大な蜘蛛。疣だらけのようになって膨らんだ体と、剛毛の生えた長い脚を持つ。腹部はまだらな淡いスミレ色で、上半身にいくに連れて藍色になり、手足の先端や鋏は黒である。知性があり、巨大で、危険な存在である。（ラヴクラフト「幻夢郷カダスを求めて」）
536	Star vampire	35	変愚	1.000	"""It was red and dripping; an immensity of pulsing, moving jelly; a scarlet blob with myriad tentacular trunks that waved and waved. There were suckers on the tips of the appendages, and these were opening and closing with ghoulish lust... the thing was bloated and obscene; a headless, faceless, eyeless bulk, with the ravenous maw and titanic talons of a star-born monster."""	通常目に見ることができない、宇宙から来た吸血怪物。時々、びっくりするようなゲタゲタ笑いや、グロテスクなクスクス笑いの声を立てる。人間の血を吸うと、一時的に姿が見えるようになる。「全身が赤くそまり、脈を打って蠢く巨大なゼリーであって、深紅の塊にはおびただしい触角が備わり、それがうちふるえているのだった。触角の先端には吸盤があり、食屍鬼めいた欲望をみなぎらせて開閉している……。そいつはふくれあがった鼻もちならないもので、頭も顔も目もない塊でありながらも、異界の星に生まれた魔物の貪欲な口と巨大な鉤爪を備えていた」(ロバート・ブロック、大瀧啓裕訳「星から訪れたもの」『クトゥルー７』、青心社文庫、p.23)
537	Smoke elemental	35	変愚	1.000	It is a towering blackened form, crackling with heat.	それはそびえ立つような漆黒の塊で、熱で火花を上げている。
538	Olog	35	変愚	1.000	It is a massive intelligent troll with needle sharp fangs.	それは針のような牙を持ったトロルで、力も強いし頭も良い。
539	Halfling slinger	35	変愚	1.000	A rebel halfling who has rejected the halfling tradition of archery.	ハーフリング（ホビット）の弓術の伝統を拒否したはぐれ者だ。
540	Gravity hound	35	変愚	1.000	Unfettered by the usual constraints of gravity, these unnatural creatures are walking on the walls and even the ceiling! The earth suddenly feels rather less solid as you see gravity warp all round the monsters.	重力の束縛から解放されたこの異常な生物は、壁や天井でさえもまるで床のように歩くことができる。このモンスターの周りで重力が歪んでいるのを見ると、大地も突然不安定なものに思えてくる。
541	Acidic cytoplasm	35	変愚	1.000	A disgusting animated blob of destruction. Flee its gruesome hunger!	破壊を繰り返すドロドロした生物だ。その恐るべき食欲は恐怖だ。
542	Inertia hound	35	変愚	0.978	Bizarrely, this hound seems to be hardly moving at all, yet it approaches you with deadly menace. It makes you tired just to look at it.	奇怪なことだが、この犬は全然動いていないように見えるにも関わらず、何故か恐ろしい勢いで近づいてくるのだ。それを見ているだけで疲労してくる。
543	Impact hound	35	変愚	1.000	A deep brown shape is visible before you, its canine form strikes you with an almost physical force. The dungeon floor buckles as if struck by a powerful blow as it stalks towards you.	"深い褐色の何かの形が目の前に浮かんでいる。その犬のような形があなたに触れるとあたかも物体が当たったかのような衝撃を受ける。それが""歩く""時、ダンジョンの床がまるで強い打撃を受けたようにへこむのが見える。"
544	Sea troll	35	変愚	1.000	He is a troll that reeks of brine, close relative to water trolls.	彼は海水のような匂いを発しているトロルで、水トロルの親戚だ。
545	Ooze elemental	35	変愚	1.000	It is a towering mass of filth, an eyesore of ooze.	それはそびえ立つような汚物の塊で、見るも汚らわしいウーズだ。
546	Young black dragon	32	変愚	1.000	It has a form that legends are made of. Its still-tender scales are a darkest black hue. Acid drips from its body.	それはまさにこれから伝説を作らんとするかのような活力に満ちた姿をしている。まだ柔らかいその鱗は深い黒色をしている。体からは酸が滴り落ちている。
547	Wooly rhinoceros	35	当方		A great heap of muscle and fur with a long sharp horn.	長く鋭い角を持つ、筋肉と毛皮の巨大な塊だ。
548	Giant fire ant	35	変愚	1.000	A giant ant covered in shaggy fur. Its powerful jaws glow with heat.	全身が毛で覆われた巨大なアリだ。その強力な顎は熱に輝いている。
549	Mature white dragon	35	変愚	1.000	A large dragon, scales gleaming bright white.	大きなドラゴンで、微かにきらめく白色の鱗を持っている。
550	Xorn	36	変愚	1.000	A huge creature of the element Earth. Able to merge with its element, it has four huge arms protruding from its enormous torso.	巨大な体に四つの長い腕を持った、地の元素でできた巨大なモンスターだ。それは大地と完全に一体化することができる性質を持っている。
551	Rogrog the Black Troll	36	変愚	1.000	A massive and cruel troll of great power, drool slides caustically down his muscular frame. Despite his bulk, he strikes with stunning speed.	狂気の心を持った異常に屈強なトロルで、体からは腐食性の体液を滴らせている。体の大きさにも関わらず、あっけにとられるようなスピードで攻撃をしてくる。
552	Mist giant	36	変愚	1.000	"""Two eyes, the colour of a thin, yellow wine, were set high in the thing's body; though it had no separate head. A mouthing, obscene slit, filled with fangs lay just beneath the eyes. It had no nose or ears... Four appendages sprang from its upper parts and its lower body slithered along the ground, unsupported by any limbs... incredibly disgusting to behold and its amorphous body gave off a stench of death and decay..."""	「薄い葡萄酒色の二つの眼はそのものの上部に位置していたが、頭らしい部分はなかった。牙のはみ出た、淫らな裂け目めく口が、目のすぐ下にあった。…見てとれるかぎり鼻も耳もない。上部からは四本の附属肢が伸び、下部にはいかなる肢もなく、地を這いずっていた。…見るもいとわしい化物で、その不定型の体は死と腐敗の匂いをたたえていた。」(マイクル・ムアコック、井辻朱美訳「白き狼の宿命」<エルリック・サーガ３>早川書房、p110)
553	Pattern ghost	36	変愚	1.000	An almost life-like creature which is nothing more than a phantom created by the Pattern.	ほとんど生き物のようだが、実は「パターン」により作られた幻影にすぎない。
554	Grey wraith	36	変愚	1.000	A tangible but ghostly form, made of grey fog. The air around it feels deathly cold.	それは実体があるように見えるが、実際は灰色の霧でできた幽霊のようなものだ。その周りには死のような冷たさの大気が充満している。
555	Revenant	36	変愚	0.991	Back from the grave, to wreak vengeance upon the living. A gaunt, tall, skeletal figure wearing a ruined plate mail.	生ける者たちへ復讐するために墓から甦った亡霊だ。気味の悪い、背の高い骸骨の姿で壊れたプレートメイルを身につけている。
556	Young multi-hued dragon	36	変愚	1.000	It has a form that legends are made of. Beautiful scales of shimmering and magical colours cover it.	それはまさにこれから伝説を作らんとするかのような活力に満ちた姿をしている。全身が魔法のように美しく輝く鱗に覆われている。
557	Raal's Tome of Destruction	36	変愚	1.000	A sentient arcane tome casting spells with malevolent intent.	意識を持った秘密の書で、悪意を持って呪文を唱えてくる。
558	Colossus	36	変愚	1.000	An enormous construct resembling a titan made from stone. It strides purposefully towards you, swinging its slow fists with earth-shattering power.	タイタンに似たような姿をした、石でできた巨大な構造物だ。わき目もふらずに冒険者の方に大股で歩み寄ってきて、その拳を大地も揺るがすかのように振り回す。
559	Young gold dragon	36	変愚	1.000	It has a form that legends are made of. Its still-tender scales are a tarnished gold hue, and light is reflected from its form.	それはまさにこれから伝説を作らんとするかのような活力に満ちた姿をしている。まだ柔らかいその鱗は曇った金色をしていて、全身で光を反射している。
560	Mature blue dragon	36	変愚	1.000	A large dragon, scales tinted deep blue.	大きなドラゴンで、深く淡い青色の鱗を持っている。
561	Mature green dragon	36	変愚	1.000	A large dragon, scales tinted deep green.	大きなドラゴンで、深く淡い緑色の鱗を持っている。
562	Mature bronze dragon	36	変愚	1.000	A large dragon with scales of rich bronze.	大きなドラゴンで、豊かな青銅色の鱗を持っている。
563	Young red dragon	36	変愚	1.000	It has a form that legends are made of. Its still-tender scales are a deepest red hue. Heat radiates from its form.	それはまさにこれから伝説を作らんとするかのような活力に満ちた姿をしている。まだ柔らかいその鱗は深い赤色をしていて、全身から熱を発している。
564	Nightblade	36	変愚	1.000	A dark elven assassin, so stealthy that he is almost impossible to see.	ダークエルフの暗殺者で、目では見えないくらい気配を消している。
565	Trapper	36	変愚	1.000	This creature traps unsuspecting victims and paralyzes them, to be slowly digested later.	注意力の足りない冒険者を餌食とし、麻痺させてからゆっくりと消化する。
566	Bodak	36	変愚	1.000	It is a humanoid form composed of flames and hatred.	それは火炎と憎悪によって作られた人間のような姿をしたモンスターだ。
567	Time bomb	36	変愚	1.000	It was left here to be used against intruders.	それは侵入者に対して使用するために置かれている。
568	Mezzodaemon	36	変愚	1.000	An ugly demon with insect-like extremities and large bulbous eyes.	昆虫のような四肢と大きな球状の眼を持つ醜い悪魔だ。
569	Elder thing	36	変愚	1.000	"""...some ridged barrel-shaped objects with thin horizontal arms radiating spoke-like from a central ring and with vertical knobs or bulbs projecting from the head and base of the barrel. Each of these knobs was the hub of a system of five long, flat, triangularly tapering arms arranged around it like the arms of a starfish."""	「隆起をもった樽状の物体で、水平にのびる腕が中央の輪からスポークのように放射状に分出して、ドアの把手のような、球根のようなものが、樽の上部と下部から垂直に伸びていた、これら把手状のものはそれぞれ、車輪の中心軸さながらに、長くて平たい、三角形のように先細りになった腕が５本、海星の腕を思わせる格好で周りに配置されていた」(Ｈ・Ｐ・ラヴクラフト、大瀧啓裕訳「魔女の家の夢」『ラヴクラフト全集３』、創元推理文庫、pp.195-196)彼らの肉体はどんな温度変化や真空にも耐えられ、食物の摂取も呼吸の必要も無いような化学変化による方法で、宇宙空間を飛行してきた。そして２０億年前に地球に飛来し、偶発的に文明を築いたと考えられる。地球上で単純な有機体を創造して食物とし、その有機体から更に奴隷として「ショゴス」を創造した。その他の地球上の様々な生命体も、ショゴスによって作られたと言われている。
570	Ice elemental	36	変愚	1.000	It is a towering glacier of ice.	それはそびえ立つような氷河だ。
571	Ipsissimus	36	変愚	1.000	A gaunt figure, clothed in black robes.	黒いローブに身を包んだやつれた姿をした人間だ。死霊術を操る高位の魔法使い。（デニス・ホイートリー、『黒魔団』、「デニス・ホイートリー黒魔術小説傑作選」国書刊行会ほか）
572	The Greater Hell Magic Mushroom Were-Quylthulg	36	変愚	1.000	This unholy abomination will crush you too. Flee while you can!	この不浄な災いもまたあなたを押し潰すだろう。今のうちに逃げろ！
573	Lord Borel of Hendrake	36	変愚	1.000	A Lord of Chaos famous for his skill at arms.	混沌の貴族で、武術の達人として有名。正々堂々と戦うことを好む。
574	Chaos spawn	36	変愚	1.000	It has two eyestalks and a large central eye. Its gaze can kill.	一つの大きな眼球と二つの小さな眼柄を持っていて、その眼で睨み殺すことができる。
575	Mummified troll	37	変愚	1.000	It is a massive figure clothed in wrappings. You are wary of its massive fists.	それは包帯に包まれた屈強なモンスターだ。強力な拳には注意しなければならない。
576	Fire angel	37	変愚	1.000	It is a fast, deadly dragonoid creature. It was bred and trained in the Courts of Chaos for assassination.	素早く、危険なドラゴン型の生物だ。混沌の宮廷で暗殺のために飼育され訓練されている。「--あずき色の体、ステンドグラスのような翼。その姿は死の予感と共に獲物を狩るカマキリを思い出させた。刺のついた首輪と、短い毛皮からあらゆる方向に突き出した刺のような爪。それは希少で、危険で、高度な知性を持つ混沌の獣だった。」(ロジャー・ゼラズニイ, アンバー７「アンバーの血」)
577	Crypt thing	37	変愚	1.000	It is a skeletal form dressed in robes. It looks evil and devious...	襤褸をまとった骸骨のような姿をしている、邪悪で捻じ曲がった亡者だ。
578	Chaos butterfly	37	変愚	0.986	"""It had the appearance of a butterfly, but a butterfly with wings so huge they blotted out the sun... it had a man's body, covered with hairs or feathers hued like a peacock's..."""	「蝶に似ていたが、その翼で太陽までが暗くなるほどの大きさだった。…蝶の身体が人間で、孔雀色の羽根か羽毛でおおわれているのが見てとれた。」(マイクル・ムアコック、井辻朱美訳「白き狼の宿命」<エルリック・サーガ３>早川書房、p198)
579	Time ghost	37	当方		You have not seen it yet.	あなたはまだそれを見たことがない。
580	Flying polyp	37	変愚	1.000	"""They were only partly material and had the power of aerial motion, despite the absence of wings... Suggestions of monstrous plasticity and of temporary lapses of visibility..."""	「この種族の体は一部だけが物質... 翼はおろか、目に見える飛行手段は何もないのに、空を飛ぶ力を持っていた... 恐ろしいほど柔軟なことや一時的に姿を見えなくすることについて、あいまいなほのめかしがある...」(Ｈ・Ｐ・ラヴクラフト、大瀧啓裕訳「時間からの影」『ラヴクラフト全集３』、創元推理文庫、pp.242-244)
581	The Queen Ant	37	変愚	1.000	She's upset because you hurt her children.	彼女は激怒しているが、それはあなたが彼女の子供を傷つけたからだ。
582	Will o' the wisp	37	変愚	1.000	A strange ball of glowing light. It disappears and reappears and seems to draw you to it. You seem somehow compelled to stand still and watch its strange dancing motion.	発光する奇妙な光球だ。それは消えたり現れたりしながら、冒険者を少しずつ引き寄せているようだ。その踊るような奇妙な動きをみていると、何故かじっとしていられなくなる。
583	Shan	37	変愚	1.000	"""Those huge lidless eyes which stared with hate at me, the jointed tendrils which seemed to twist from the head in cosmic rhythms, the ten legs, covered with black shining tentacles and folded into the pallid underbelly, and the semi-circular ridged wings covered with triangular scales -- all this cannot convey the soul-ripping horror of the shape which darted at me. I saw the three mouths of the thing move moistly, and then it was upon me."""	「憎悪をこめて睨みつける瞼のない巨大な目。頭から突き出している節のある巻きひげは、宇宙的なリズムを持った螺旋を描いているようだ。黒光りがする触毛が一杯生えている十本の脚。三角の鱗粉に覆われた、半円形の畝のある翅。どう言い表しても、突進して来るあのものの、魂も消し飛ぶばかりの恐ろしさを伝えることはとてもできない。ぬらぬらと濡れた、三つもある口が動くのが見えたと思うと同時に、それは襲いかかってきた」(Ｊ・ラムゼイ・キャンベル、山中清子訳「妖虫」『真ク・リトル・リトル神話大系９』、国書刊行会、pp.151-152)
584	Magma elemental	37	変愚	1.000	It is a towering glowing form of molten hate.	それは憎悪が溶けてできたような塊で光を発している。
585	Black pudding	37	変愚	1.000	A lump of rotting black flesh that slurrrrrrrps across the dungeon floor.	腐った黒い肉の塊で、ダンジョンの床を這いずり回っている。
586	Killer iridescent beetle	37	変愚	1.000	It is a giant beetle, whose carapace shimmers with vibrant energies.	それは巨大な甲虫で、その甲羅は充満したエネルギーで輝いている。
587	Nexus vortex	37	変愚	1.000	A maelstrom of potent magical energy.	生命を持った魔法のエネルギーの竜巻だ。
588	Plasma vortex	37	変愚	1.000	A whirlpool of intense flame, charring the stones at your feet.	強烈な火炎の渦巻きで、冒険者の足下の床を焦がしている。
589	Mature red dragon	37	変愚	1.000	A large dragon, scales tinted deep red.	大きなドラゴンで、深く淡い赤色の鱗を持っている。
590	Mature gold dragon	37	変愚	1.000	A large dragon with scales of gleaming gold.	大きなドラゴンで、微かに金色に輝く鱗を持っている。
591	Crystal drake	37	変愚	1.000	A dragon of strange crystalline form. Light shines through it, dazzling your eyes with spectrums of colour.	奇妙な水晶のようなドラゴンだ。光が屈折して輝いてできる虹のような色が冒険者の目を眩ませる。
592	Mature black dragon	37	変愚	1.000	A large dragon, with scales of deepest black.	大きなドラゴンで、漆黒の鱗を持っている。
593	Mature multi-hued dragon	38	変愚	1.000	A large dragon, scales shimmering many colours.	大きなドラゴンで、鱗が様々な色に輝いている。
594	Sky whale	38	変愚	1.000	A vastly intelligent whale from the stars.	星々からやってきた非常に知能の高い鯨だ。
595	Father Dagon	38	変愚	0.996	"The king of the deep ones. ""Vast, Polyphemus-like, and loathsome, it darted like a stupendous monster of nightmares..."""	ディープワンがサイズ・年齢の面で大きく成長したもの。並外れて大きな体を持ち、下半身は脚が退化して魚のようになっている。年齢は何百万歳にもなると考えられている。深きものどもの王：「単眼巨人ポリュフェーモスを思わせるその忌まわしい巨体は、悪夢にあらわれる途方もない怪物のように...」(Ｈ・Ｐ・ラヴクラフト、大瀧啓裕訳「ダゴン」『ラヴクラフト全集３』、創元推理文庫、pp.16)
596	Mother Hydra	38	変愚	0.996	"The queen of the deep ones. ""Vast, Polyphemus-like, and loathsome, it darted like a stupendous monster of nightmares..."""	ディープワンがサイズ・年齢の面で大きく成長したもの。並外れて大きな体を持ち、下半身は脚が退化して魚のようになっている。年齢は何百万歳にもなると考えられている。深きものどもの女王：「単眼巨人ポリュフェーモスを思わせるその忌まわしい巨体は、悪夢にあらわれる途方もない怪物のように...」(Ｈ・Ｐ・ラヴクラフト、大瀧啓裕訳「ダゴン」『ラヴクラフト全集３』、創元推理文庫、pp.16)
597	Death knight	38	変愚	1.000	It is a humanoid form dressed in armour of an ancient form. From beneath its helmet, eyes glow a baleful red and seem to pierce you like lances of fire.	それは古代の鎧に身を包んだ人間だ。その兜の下には悪意に満ちた目が輝き、その視線が火炎の槍のように突き刺さってくる。
598	Mandor, Master of the Logrus	38	変愚	1.000	Mandor is one of the greatest Logrus Masters, a formidable magician.	マンドールは混沌の宮廷きっての伊達男であるが、最強のログルス使いの一人でもあり、手強い魔法使いだ。「僕はそのトランプを取り出し、そこに描かれている青い目と、純白の厚い髪を頂いた若く、厳しく、かすかに鋭い表情を見つめた。彼は全身黒ずくめで、艶のあるぴっちりしたジャケットから白い襟と袖がのぞいていた。手袋をした手には三つの黒い鉄の球が握られていた。」(ロジャー・ゼラズニイ, アンバー７「アンバーの血」)
599	Time vortex	38	変愚	1.000	You haven't seen it yet.	かつてそれに会ったことはない。
