# アーティファクトの説明文
#
# **この表が説明文の定義の置き場。** 作り直しは `python tools/frox/fc_build_ja_desc.py --write`、
# ここから `edit/a_info.ja.txt` の `D:` を組むのは `fc_build_ja_names.py --write`。
#
# 欄はタブ区切りで idx / name / dep / src / ratio / en / ja。
#   src=変愚   … 英語原文が変愚と一致。訳をそのまま採った
#   src=変愚≒  … ほぼ一致（ratio が材料）。**目で確かめること**
#   src=当方   … 人が書いた。**作り直しでも消さない**
#   src=未訳   … 空欄。英語のまま出る（制約 4）
#
# ja を書き替えれば src は次の作り直しで自動的に `当方` になる。
# name と en は**人が読むため**で、突き合わせには使わない（突き合わせは idx）。
idx	name	dep	src	ratio	en	ja
119	'Eriril'	20	変愚	0.996	The radiant golden staff of an Istar of legend, this wizard's companion grants keen sight and the knowledge of many hidden things.	「秀でし輝き」を意味する名を持つ、伝説のイスタリの黄金に輝くスタッフだ。この魔法使の友は、多くの隠された物事に対する、鋭い視点と鮮明な知識をもたらす。
120	of Gandalf	80	変愚	1.000	The staff of the great wizard Gandalf. It is tall and sturdy, with rough-hewn runes that invoke the element of Earth, and which strikes down all creatures who live in the shadow of mountains.	ガンダルフがかつて使っていた長く丈夫な杖。節くれ立った表面には地のエレメントの力を呼び起こす荒削りなルーン文字が刻まれ、影に生きる者はその打撃に耐えることは出来ない。
121	'Deathwreaker'	80	変愚	1.000	A weapon so massive it seems beyond the strength of mortals, yet you feel the might of giants within you as you heft it. As you grip the handle of ebony and steel, coronas of fire blaze and mighty spells to preserve magic activate around you. You wield the Fear of Dragons and the Despair of the Undead!	定命の者の力を遥かに越えた重さを持つ武器だが、手にすれば巨人の力が湧き上がってくるのが感じられる。黒檀と鉄で作られたその柄を掴む時、焔が燃え立って秘められた魔法が息を吹き返し体を包み込む。その手に握られているのは「龍どもの畏怖」であり「亡者共の絶望」なのだ！
122	'Turmil'	20	変愚	0.980	Wielded by the High Priest of Meneltarma, this great mace gleams coldly as though moonlit, and it can strike as mighty a blow spiritually as physically.	メネルタルマの高僧が使っていた大鎚で、月の光のように冷たく輝いている。その打撃は敵の肉体だけでなく精神をも打ち砕くことができる。
124	'Belthronding'	70	変愚	1.000	The great bow of Beleg Cuthalion, made of black yew and strung with elven hair that faintly shimmers a pale clear gold.	偉大なるベレグ・クーサリオンの黒いちいの弓で、淡い金色の輝きを微かに放つエルフの髪を弦に張ってある。
125	of Bard	60	変愚	1.000	The great yew bow of grim-faced Bard, who shot the mightiest arrow that songs record.	後に王となる湖の街の陰気面バルドが竜を射抜いた伝説のいちいの弓だ。彼が龍を射抜いた矢は歌に唄われ語り継がれている。
127	of Himring	25	変愚	1.000	Contained within this studded cuirass of pliable leather is the memory of unvanquished Himring, defiant fortress surrounded by the legions of Morgoth.	柔軟な革で作られたこの胴鎧には、モルゴスの軍勢に包囲されても勇敢に闘い抜いた不落の要塞ヒムリングの記憶が刻み込まれている。
129	'Razorback'	90	変愚	1.000	A massive suit of heavy dragon scales deeply saturated with many colors. It throbs with angry energies, and you feel the raw elemental might of untamed Lightning as you put it on.	様々な色彩が凝縮した重厚なドラゴンの鱗で作られた鎧だ。怒りのエネルギーを脈打ち、着るものは荒々しい稲光のエネルギーを直に感じる。
130	'Bladeturner'	95	変愚	0.997	A suit of adamant, set with scales of every color, surrounded in a nimbus of perfectly untrammelled yet inextricably intermingled and utterly mastered powers elemental and ethereal.	あらゆる色彩の鱗に被われたアダマンタイトの鎧で、完璧にコントロールされた地、水、火、風および霊的な力が調和し渾然一体となり、輝く護光となってこの鎧を包んでいる。
131	of Incanus	50	変愚	0.993	The robe of the great wizard Gandalf, also known as Incanus in the lands of the South. It is proof against elements, for neither the heat of the South, nor the ice of the North, nor the acidic pits of Dol Guldur were able to hold back the defiant Maia in the pursuit of his mission.	南方ではインカヌスの名で知られる大賢者ガンダルフのローブだ。様々なエレメントから身を護るこのローブのおかげで、南の熱暑、北の氷結、ドル・グルドゥアの酸の沼でさえも、かの挑戦的なマイアの任務を妨げる事はなかったのだ。
132	of Numenor	60	変愚	1.000	A crown of massive gold, set with wondrous jewels of thought and warding, worn by the kings of ancient Numenor.	古のヌメノールの王達が用いていた重厚な黄金の王冠で、知恵を授け敵を退ける素晴らしい宝石が取りつけられている。
133	of Hurin	50	変愚	1.000	"""Hurin [...] wielded the axe two-handed, and it is sung that the axe smoked in the black blood of the troll-guard of Gothmog, until it withered, and each time that he slew Hurin cried 'Aure entuluva! Day shall come again!'. Seventy times he uttered that cry, but they took him at last alive, by the command of Morgoth..."""	「最後にただ一人フーリンが残った。かれは盾を捨て、両手に鉞を掴んで振り回した。鉞はゴズモグを護衛するトロルたちの黒い血を流す度に血煙を上げ、フーリンは一人斬る毎に「アウレ　エントゥルヴァ！　昼再び来らん！」と叫んだと歌に歌われている。七十度彼はこの叫びを上げた。しかし遂にかれはモルゴスの命令により生きながら捕らえられた。」(J.R.R.トールキン、田中明子訳、シルマリルの物語)
134	of Buckland	40	変愚	1.000	A sling granting extraordinary clarity of mind amidst darkness and confusion, and which hurls shot with deadly speed.	このスリングは暗闇と混乱のただ中に於いてさえ驚くほど明晰な思考を可能にし、弾を恐ろしく強力に撃つことができる。
135	of Azaghal	15	変愚	0.998	At the Nirnaeth the Dwarves stayed the onslaught of Glaurung, and Azaghal their lord drove this short blade into the drake's belly before he was trampled underfoot. The black blood of the Father of Dragons now serves as a remembrance for all dragons that come near it.	かつて、ニアナイスにおいてドワーフ達がグラウルングの猛攻撃を食い止める際、アザガル王は邪竜に踏み潰される刹那、この短い刃を竜の腹部に突き刺した。この刃に残る竜の祖の黒き血は近づく全てのドラゴンにかつての恐怖を思い起こさせるのである。
136	'Mjollnir'	40	変愚	1.000	The famous throwing hammer of the Norse god Thor, it crackles with lightning as you swing it at your opponents.	この有名な投げハンマーは北欧の神トールのもので、敵に対して振るえば、稲妻とともに雷鳴が響きわたる。
138	of Gil-galad	70	当方		The legendary shield of Gil-galad, who fought his way to the gates of the Dark Tower, and with whom came light even to Gorgoroth.	ノルドールの最後の上級王、ギル=ガラドの伝説の盾だ。彼はバラド=ドゥアの門まで敵を討ち破って進み、ゴルゴロスの地にさえ光をもたらした。「天が広野の無数の星は、その銀の盾に、映りたり。」
142	'Worpal Blade'	50	変愚	1.000	It is a look-alike for the strongest sword!	最強の剣とそっくりだ。
143	of Boromir	30	変愚	1.000	A massive golden torque, made of innumerable strands of gold and steel intermingled, with great golden hounds set at either end.	黄金と黒鋼の無数のより糸で編み上げられた重厚な金の首飾りで、大きな金の猟犬の装飾が両端に取り付けられている。
153	of Bard	35	当方	0.281	Deadliest of arrows, imbued with elemental strength, this shaft is feared especially by the wyrmkin.	後に王となる湖の街の陰気面バルドが龍を射抜いた伝説の黒い矢だ。彼が龍を射抜いたこの矢は歌に唄われ語り継がれている。
167	'Tailbiter'	40	当方	0.361	The sword of dragon-slayer Bellomarius, and later of Giles. Hidden within its unassuming blade are powerful spells to detect and slay wyrms.	竜殺しのベロマリウス、後には農夫ジャイルズの剣だ。飾り気のない刃の内には、竜を見つけ出し、討ち取る強力な呪文が秘められている。
168	of Giles	20	当方	0.375	The sturdy ring mail of Giles of Ham, who was turned from an unassuming farmer to a great lord and hero by the might of his artifacts.	ハムのジャイルズの頑丈な鎖かたびらだ。彼はその宝の力によって、平凡な農夫から偉大な領主にして英雄へと変わった。
171	of Musashi	50	変愚	1.000	It is the katana of the famed creator of the dual sword technique, Miyamoto Musashi, and wielded with his right hand in combat.	名高き二天一流の創始者、宮本武蔵が使っていた大刀だ。戦いにおいては右に大刀、左に小刀を持って振るったという。
172	of Musashi	50	変愚≒	0.930	It is the wakizashi of the famed creator of the dual sword technique, Miyamoto Musashi, and wielded with his left hand in combat.	名高き二天一流の創始者、宮本武蔵が使っていた大刀だ。戦いにおいては右に大刀、左に小刀を持って振るったという。
179	'Excalibur Jr.'	25	当方	0.264	Crafted by a legendary wizard and wielded for a long time by the hero Pip, this sword is powerfully magical but notoriously arachnophobic...	伝説の魔法使いが鍛え、英雄ピップが長く振るった剣で、強力な魔力を持つが、蜘蛛が大の苦手であることでも知られている…。
184	'Aranruth'	30	変愚	1.000	"The beautiful sword of Thingol, justly named ""King's Ire"". It glistens icy enough to freeze the hearts of demons, and you feel supple and lightfooted as you clasp its hilt of gold and silver inlay."	いみじくも「王の怒り」と名付けられた、灰色マント王シンゴルの美しい剣だ。その刃は氷の如く輝き、悪魔の心臓をも凍てつかせる。金銀の細工が施されたその柄を手にすれば、しなやかな身のこなしと軽やかな足取を感じられるだろう。
185	'Paurnimmen'	30	変愚≒	0.820	A set of handgear so icy as to be able to freeze your opponent.	シンダール語で「白き拳」を意味する名を持つこの籠手は常に冷たく輝き、氷の矢を放つことができる。
186	of Earendil	50	変愚	1.000	"A shining shield, once borne by the great mariner Earendil, ""scored with runes to keep all wounds and harm from him""."	かつて偉大なる船乗りエアレンディルが身に付けていた輝く盾だ。「輝く盾にはあらゆる危害や傷害をさけるルーン文字を刻み込んだ。」(J.R.R.トールキン、瀬田貞二・田中明子訳 新版指輪物語) 
187	'Aeglos'	35	変愚	1.000	"The mighty spear of Gil-galad, famed as ""Snow-point"" in the songs of Elves, against which all the foul corruptions of Sauron dashed in vain."	上級王ギル=ガラドの強力な槍で、「雪の切先」として名高い。「その剣は長く、その槍は鋭く、輝く兜は、遠くより望みえたり。」とエルフの歌に歌われるこの槍には、サウロンのいかなる忌まわしい下僕どもも太刀打ちできなかった。
190	'Stormbringer'	45	当方	0.000	Death is all. Beware, cursed is the wielder.	死こそすべて。用心せよ、振るう者は呪われる。
191	'Narsil'	20	変愚	0.995	A blade of Elendil that was broken by his fall as the battled Sauron upon the steps of Barad-Dur.	「金はすべて光るとは限らぬ、放浪する者すべてが、まよう者ではない。年ふるも、強きは枯れぬ、深き根に、霜は届かぬ。灰の中から火はよみがえり、影から光りがさしいずるだろう。折れた刃は、新たに研がれ、無冠の者が、また王となろう。」
211	of Nain	60	変愚	1.000	Wielded by Nain of the Iron Hills at the Battle of Azanulbizar, this great mattock brought victory to the Dwarves over Azog's Orcs - though Nain himself fell at the last, even with victory already assured.	アザヌルビザールの戦いにおいて、スロール王の仇を討つためアゾグに決闘を挑んだナインが使っていたつるはしだ。「するとその時、くろがね連山の一族がやって来て、遂に戦局を一変させたのである。戦場に遅れて新たに到着したグロールの息子ナインの率いる、鎖かたびらに身を固めた戦士たちは『アゾグ！アゾグ！』と呼ばわり、前に立ちはだかる者があればつるはしで当たるをさいわい斬り倒しながら、オークたちの間をモリアの入口に向かって突進していった。」
212	of Gothmog	60	変愚	1.000	With this unbearably bright whip of flame, the Balrog Gothmog has become known for never having lost in combat.	この正視するもかなわぬ眩い炎のムチをひとたび手に取れば、バルログの長ゴズモグは戦において負け知らずであった。
214	of Fundin Bluecloak	65	変愚	1.000	The weapon of one of the great dwarven priests, with powers to preserve body and soul, and the bane of those who seek life beyond death.	もっとも偉大なドワーフの司祭のひとり、青き衣の『フンディン』の武器である。所有者の肉体と魂魄を護り抜き、死してなお生にすがりつこうとする者どもを打ち滅ぼす。
221	of Robin Hood	20	当方	0.606	This is of Robin Hood who live in the deep forest.	これは深い森に住むロビン・フッドのものだ。
222	of Hellfire	50	当方		This crossbow gives flame energy to bolts which it fires.	このクロスボウは、発射するボルトに炎の力を与える。
223	of Wilhelm Tell	50	当方	0.743	With this crossbow, Swiss hero Tell shot an apple exactly though it was on his son's head, and then he defeated evil magistrate Gessler.	スイスの英雄テルはこのクロスボウで、息子の頭に載せられた林檎を正確に射抜き、そして悪代官ゲスラーを討った。
224	of Wilhelm Tell	35	当方	0.338	It is said that this bolt sticked onto the heart of Gessler when Wilhelm Tell shot it.	ウィリアム・テルが放ったとき、このボルトはゲスラーの心臓を貫いたという。
225	of Asclepius	40	当方	0.758	This is the staff of Asclepius, Greek god of medicine.	これは医学の神アスクレピオスの杖だ。
226	Spectral Dragon Scale Mail	75	変愚	1.000	A white transparent dragon scale mail which was made from the tortured soul of a once powerful wyrm.	このドラゴンの鱗鎧は、かつて強大な力を誇っていたワイアームの怨霊の鱗から作られたものだ。うっすらと白く透き通っている。
227	of Sha Wujing	35	変愚	0.997	This lajatang looks like a staff because it has only a blade which looks like a half moon. Sha Wujing helped a long journey of Tang Sanzang with it.	河童の妖怪沙悟浄の使った武器だ。三日月状の刃が棒の先端についているため、錫杖のように見える。悟浄はこの武器を手に三蔵法師の旅を助けた。
228	of Elmi the Murderer	15	変愚	1.000	This is a hatchet of Elmi who was a horrible murderer of Raffnor.	ラフノール中を震え上がらせた殺人鬼エルミの使った手斧だ。ラフノールはこの殺人鬼を捕らえるために、20人以上の行者(エスパー)を投入したという。「この手口には見覚えがある…」(聖悠紀「超人ロック『光の剣』」)
229	'Taro Dachi'	45	変愚	1.000	Asakura's captain Naotaka Magara defeated a lot of soldiers with this large katana.	刀身五尺三寸の長くて重い太刀だ。朝倉家家臣真柄直隆は、この大きな太刀を手にして多くの敵兵の命を奪いさった。その強さゆえに敵陣に突っ込みすぎたという。
232	of Maggot	10	変愚	1.000	This is farmer Maggot's sickle. He left it behind on his farm.	これは農夫マゴットの農作業用の鎌だ。どうやら農場に置き忘れてしまったようだ。
233	of the Heavenly Maiden	50	変愚	1.000	This is a heavenly cloak of the maiden which was stolen by a man, when she was having a bath at a lake with her friend maidens.	豫章新喩縣男子，見田中有六七女，皆衣毛衣，不知是鳥。匍匐往得其一女所解毛衣，取藏之，即往就諸鳥。諸鳥各飛去，一鳥獨不得去。男子取以為婦。生三女。其母后使女問父，知衣在積稻下，得之，衣而飛去，後復以迎三女，女亦得飛去。(捜神記)
234	of Yositsune	50	変愚	0.990	This is Yositsune's kabuto. It defended his head against many arrows and blades from his enemies.	源氏の勇者源義経の飾りのついた星兜だ。義経はこれをかぶり、平氏からの刃や矢の攻撃を防いだ。
235	of Yositsune	50	当方	0.431	This is the haramakido of Yositsune who is the best brave warrior of Genji. You can feel his agility and dexterity, when you put it on.	源義経の赤糸威胴丸鎧だ。義経はこれを着て舟から舟へと飛び移った。身につけると彼の身軽さと器用さを感じることができる。
236	of the Bando Musha	70	変愚	0.994	This is Shigetada Hatakeyama's O-yoroi. He is brave, wise and honest warrior, so he was called the best model of eastern samurai. This O-yoroi is majestic like him.	知勇兼備の武者畠山重忠の赤糸威大鎧だ。清廉潔白をもって知られた重忠は「坂東武士の鑑」と称された。この大鎧は、あたかも彼がここにいるかのように威風堂々としている。
239	of Sam	20	当方		Sam was brave and trustworthy companion of Frodo. With this cap, you feel able to face the dangers ahead with a steady hand and a noble heart.	サムはフロドの勇敢で信頼できる供だった。この帽子をかぶると、揺るがぬ手と気高い心で行く手の危難に立ち向かえるように感じる。
240	of Merry	20	当方		Merry was the most perceptive and intelligent of hobbits.	メリーはホビットの中で最も察しがよく、聡明だった。
241	of Pippin	20	当方		'Fool of a Took' ... Ah, but Peregrin was brave if not wise.	「とんまなトゥックめ」…とはいえ、ペレグリンは賢くはなくとも勇敢だった。
242	of Bilbo	60	当方		"""Also there is this!"" said Bilbo, bringing out a parcel which seemed to be rather heavy for its size. He unwound several folds of old cloth, and held up a small shirt of mail. It was close-woven of many rings, as supple almost as linen, cold as ice, and harder than steel. It shone like moonlit silver, and was studded with white gems."	「それに、これもあるぞ！」とビルボは、大きさのわりに重そうな包みを取り出して言った。彼は古い布を幾重にも解き、小さな鎖かたびらを持ち上げた。それは細かな輪をびっしりと編んだもので、亜麻布のようにしなやかで、氷のように冷たく、鋼よりも硬かった。月に照らされた銀のように輝き、白い宝石がちりばめられていた。
243	'Bloodrip'	66	当方		This weapon is infused with the soul of the first Blood Knight. Beware! It longs for blood, even the wielder's! But there is no finer weapon for those who walk the red path.	この武器には最初のブラッド・ナイトの魂が込められている。用心せよ！それは血を求める。振るう者の血さえも！だが、赤い道を歩む者にとって、これに勝る武器は無い。
244	of Eternity	70	当方		This robe is invisible to the naked eye. It's a wonder you found it at all! Yet, it holds an incredible power, undiluted by time.	このローブは肉眼では見えない。よく見つけられたものだ！それでいて、時に薄められることのない途方もない力を宿している。
245	of Maglor	80	当方		Maglor, son of Feanor and Nerdanel, was the greatest poet and bard of the Noldor.	フェアノールとネルダネルの子マグロールは、ノルドールで最も偉大な詩人にして吟遊詩人であった。
246	of Daeron	70	当方		Daeron is mentioned as the greatest minstrel of all the Children of Iluvatar, and only Maglor son of Feanor is said to come close to his skill.	ダイロンはイルーヴァタールの子らすべての中で最も偉大な楽人とされ、その技に迫る者はフェアノールの子マグロールのみだと言われる。
251	of Aegir	80	当方		The mighty black stone club of the sea-god Aegir, crafted from hot magma quarried from a volcano in the blackest depths of his watery domain. Although a jovial soul in nature, Aegir is terrifying to behold when angered. You feel the contained rage within this heavy truncheon, awaiting your command to be released.	海神エーギルの強力な黒石の棍棒で、その水の領国の最も暗い深みにある火山から切り出された熱い溶岩から鍛えられた。生来は陽気な魂の持ち主だが、怒ったエーギルは見るも恐ろしい。この重い棍棒の内に閉じ込められた怒りが、解き放たれる命令を待っているのを感じる。
252	of the Defender of the Crown	50	当方		A rather clumsy but large ball-and-chain forged of iron. It emits a curiously muted bell-like tone when you strike your foes.	鉄で鍛えられた、やや不格好だが大きな鎖付き鉄球だ。敵を打つと、奇妙にくぐもった鐘のような音を立てる。
253	of Rygar	70	当方		This curious weapon with an oversized head seems to flail out with amazing ease. In fact, it seems to leap out several times on its own without your trying.	頭部が大き過ぎるこの奇妙な武器は、驚くほど軽々と振り抜ける。それどころか、こちらが何もしなくても、独りでに何度も跳ね出るようだ。
254	'Big Punch'	50	当方		This gigantic, dull-gray mace was rumored to be a gift from an ancient dwarven king to an adventurer for saving his people from a fearsome demon.	この巨大でくすんだ灰色のメイスは、恐るべきデーモンから民を救った冒険者へ、古のドワーフの王が贈ったものだと噂されている。
255	'Ruyi Jingu Bang'	70	当方		The magic cudgel of The Monkey King, Sun Wukong, this iron rod has the power to change its size at the will of its master.	斉天大聖・孫悟空の魔法の棒で、この鉄の棍は持ち主の思いのままに大きさを変える力を持つ。
256	of Zeus	90	当方		This is the charm worn by Zeus, King of the Olympians and Bane of the Titans.	これはオリュンポスの王にしてティタンを滅ぼす者、ゼウスが身に付けていた護符だ。
258	of Hades	90	当方		This simple tunic belongs to Hades, Lord of the Underworld.	この飾り気のない上衣は、冥界の主ハデスのものだ。
259	of Athena	90	当方		This is the favored weapon of Athena, the great goddess of War and Wisdom.	これは戦と知恵の大女神アテナが好んで用いる武器だ。
260	of Ares	90	当方		The helm of Ares, the Olympian whose legendary combat prowess exceeds that of Zeus himself.	アレスの兜だ。その伝説的な戦の腕は、ゼウスその人をも上回る。
262	of Apollo	90	当方		The is the lyre of Apollo, the sun god.	これは太陽神アポロンの竪琴だ。
263	of Artemis	90	当方		This is the bow of Artemis, the virgin huntress and twin of Apollo.	これは処女の狩人にしてアポロンの双子、アルテミスの弓だ。
267	of Aphrodite	90	当方		"The legendary Apple of Discord, created by Eris in revenge for not being invited to the wedding of Peleus and Thetis. On this apple is engraved ""For the Fairest,"" and Athena, Hera, and Aphrodite all laid claim to it. When the Trojan Prince gave the apple to Aphrodite, he received Helen of Troy, which sparked the Trojan War."	かの伝説の「不和の林檎」で、ペレウスとテティスの婚礼に招かれなかった腹いせにエリスが作り出したものだ。この林檎には「最も美しい者へ」と刻まれており、アテナ、ヘラ、アフロディテがそれぞれ自分のものだと主張した。トロイアの王子がこの林檎をアフロディテに与えたとき、彼はトロイアのヘレネを手に入れ、それがトロイア戦争の火種となった。
268	of Vecna	66	当方		It is a charred and rotting vestige of the once great Emperor Lich.	かつて偉大であった皇帝リッチの、焼け焦げて腐りかけた名残だ。
269	of Vecna	66	当方		It is a shriveled vestige of the once great Emperor Lich.	かつて偉大であった皇帝リッチの、干からびた名残だ。
270	'Cupid's Arrow'	35	当方		This arrow is traditionally shot only by fat, scantily clad babies.	この矢は伝統的に、太った、ほとんど服を着ていない赤子だけが放つものだ。
272	of the Kamikaze Warrior	50	当方		This robe is stained with the the blood of many fallen heroes. So much death. So much destruction. What could cause such a thing?	このローブは、斃れた多くの英雄の血で染まっている。あまりにも多くの死。あまりにも多くの破壊。何がこんなことを引き起こしたのだろうか。
274	of the Ages	70	当方		Forged you know not when, this ring seems to have withstood the test of time.	いつ鍛えられたのかも分からないこの指輪は、時の試練に耐え抜いてきたようだ。
275	'Assassinator'	44	当方		It is the ultimate weapon of the assassin who prefers to dispatch enemies while they sleep.	眠っている敵を仕留めるのを好む暗殺者の、究極の武器だ。
279	'Great Maul of Vice'	60	当方		This curious object is the favorite of many a female of every species. Those who find themselves in a proximity of one seem to constantly lose cash, and it seems impossible to leave its presence.	この奇妙なアイテムは、どの種族の女性からも好まれる。そばにいる者はなぜか金が減り続け、その場を離れることもできないらしい。
282	& Stone of Nature	50	当方		At first glance, it appears to be just an ordinary rock. But as you grasp the stone it emits an earthly glow, and you begin to feel yourself in tune with the world around you.	一見するとただの石ころにしか見えない。だが手に取ると土の輝きを放ち、周りの世界と調和していくのを感じ始める。
295	of Khazad-dum	60	当方		"""The Dwarves delved too greedily and too deep. You know what they awoke in the darkness of Khazad-dum: Shadow and Flame!"""	「ドワーフたちは貪欲に、深く掘り過ぎた。カザド＝ドゥムの闇の中で彼らが何を目覚めさせたか、お前も知っていよう。影と炎だ！」
305	of Kronos	90	当方		An incredibly sharp sickle rumored to have been wielded by Kronos to castrate his father, Uranus.	信じられないほど鋭い鎌で、クロノスが父ウラノスを去勢するのに用いたと噂されている。
323	'Kaladanda'	70	当方		The staff of Death, this mighty, lethal hammer was used by the God Yama and is the ultimate weapon. None can withstand its wrath!	死の杖。この強力で命取りの槌は神ヤマが用いた究極の武器だ。その怒りに耐えられる者はいない！
325	of Heracles	40	当方		This bow belonged to the greatest of Greek heroes. Its arrows are coated in the Lernaean Hydra's venom.	この弓はギリシアの英雄の中で最も偉大な者のものだった。その矢はレルネのヒュドラの毒に浸されている。
326	'Dramborleg'	50	当方		This is the great axe, used by Tuor, that both cuts and stuns its foes. With this axe, Tuor slew five balrogs in the battle of Gondolin. It was believed lost in the drowning of Numenor.	トゥオルが用いた、敵を斬るとともに昏倒させる大斧だ。トゥオルはこの斧でゴンドリンの戦いにおいて五体のバルログを討った。ヌメノールの沈没とともに失われたと信じられていた。
329	of Thrain	50	当方		A great globe seemingly filled with moonlight, the famed Heart of the Mountain. It splinters the light that falls upon it into ten thousand sparks of white radiance shot with glints of the rainbow.	月光を封じ込めたかのような大きな珠で、名高い「山の心臓」だ。降り注ぐ光を一万の白い輝きへ砕き、その中に虹の煌めきを走らせる。
330	Sword of the Winds	35	当方		This sword is light as a feather. The air howls as you swing it.	この剣は羽のように軽い。振るうと大気が唸りを上げる。
331	'VainGlory'	30	当方		You swell with pride as you wield this spiked mace.	この棘付きメイスを振るうと、誇らしさで胸が膨らむ。
332	Midnight Dragon Scale Mail	60	当方		A suit of utterly black scales, against which no metal or wood can rest.	漆黒の鱗の鎧で、金属も木もその表に留まることができない。
333	Sword of Tengri	30	当方		This sword was a divine gift to a warrior destined for conquest.	この剣は、征服を定められた戦士へ神から贈られたものだ。
334	'Micro$oft Edge'	50	当方		It feels so sharp you might cut yourself.	あまりに鋭くて、自分の手まで切ってしまいそうに感じる。
335	'Silver Hammer'	45	当方		And you thought they'd made it up!	作り話だと思っていただろう！
336	of Bubo	30	当方		Old leather boots, comfortable yet sturdy and enduring, worn by Bubo on his journeys to the frozen lands of the north.	履き古した革の長靴で、履き心地が良く、それでいて頑丈で長持ちする。ブーボが北の凍てついた土地への旅で履いていたものだ。
337	of Mr. Shine	65	当方		You could almost believe it was made of diamond.	ダイヤモンドでできていると言われても、ほとんど信じてしまいそうだ。
338	'Nogudil'	15	当方		As you lift this great hammer, all your doubts are dispelled: it's time to get going and crush your enemies into a pulp.	この大槌を持ち上げると、迷いはすべて消え去る。さあ行って、敵を叩き潰す時だ。
339	'Curiosity'	20	当方		Very sharp, and ideal for cutting stray felines open for examination.	とても鋭く、迷い込んだ猫を切り開いて調べるのにうってつけだ。
340	of Mokomagi	42	当方		It previously belonged to Katoshiko Mokomagi, a young wizard who started playing with forces beyond his control. (Not a mistake you would ever make.)	かつては、手に負えない力を弄び始めた若い魔法使い、モコマギ・カトシコのものだった。（あなたなら決してしない過ちだ。）
341	'Skynail'	60	当方		A shining blade so sturdy it could even hold the stars in place.	星をその場に留めておけるほど頑丈な、輝く刃だ。
343	of Sotkamo	60	当方		You feel agile and able to withstand the ravages of time as you hold this old club and swing it. Now, if only it had been designed for bashing your enemies' heads in...	この古い棍棒を握って振るうと、身が軽くなり、時の流れの害にも耐えられるように感じる。あとは、敵の頭を叩き割るために作られてさえいれば言うことは無いのだが…。
344	of the Visiting Team	60	当方		A memento of your adventures in Zul, you presume it must have either belonged to one of the strange mages or fallen out of a hole in space-time.	ズルでの冒険の記念のアイテムで、あの奇妙な魔法使いたちの誰かのものだったか、さもなくば時空の穴から落ちてきたものなのだろう。
345	'Superbat'	60	当方		It was carved out of a tree branch knocked down by a falling meteor. (You're not sure if that gives it any mystic superpowers, but you sure hope so.)	落ちてきた隕石が折った木の枝から削り出された。（それで神秘の力が宿るのかどうかは分からないが、そうであってほしいものだ。）
346	of the Fell Rider	10	当方		An old, timeworn leather cap, embroidered with the motto of Fell Livery Stable: 'FELL. The rider - it's you.'	古びて着古された革の帽子で、フェル貸馬屋の惹句が刺繍されている。「FELL。乗り手はあなた。」
347	of the Vagabond	22	当方		The lonely traveller's one true friend.	孤独な旅人の、ただ一つの真の友だ。
348	of Kundry	70	当方		A shining golden pendant with powerful magics stored within to keep its wearer's mind clear.	輝く黄金の垂れ飾りで、身に付ける者の心を清明に保つ強力な魔法が込められている。
349	of Tweutox	15	当方		Tiotullo, the spear of Tweutox, carved from the wood of a Seepumis tree. It seems to pulsate with energy as you hold it.	トゥートクスの槍ティオトゥロで、セープミスの木から削り出されている。手にすると力が脈打っているように感じる。
350	of Amun	60	当方		An ancient, well-balanced steel blade with beautiful decorations on its golden hilt, once held by Amun the everliving. Despite its age, the dagger remains shiny and razor-sharp.	古びた、よく釣り合いのとれた鋼の刃で、黄金の柄には美しい装飾が施されている。かつて永遠に生きるアメンが手にしていたものだ。その古さにもかかわらず、この短剣はいまだ輝き、剃刀のように鋭い。
351	'Angrist'	25	当方		"Forged by Telchar, greatest of the Dwarven smiths, and used by Beren to gouge a Silmaril out of Morgoth's crown, this long chopping dagger slices through ordinary metal as easily as its name, ""Iron Cleaver"", suggests."	ドワーフの鍛冶で最も偉大なテルハールが鍛え、ベレンがモルゴスの王冠からシルマリルを抉り出すのに用いた。この長い斬撃用の短剣は、「鉄断ち」というその名のとおり、並の金属を苦もなく切り裂く。
352	Mithril Spear of Liweris	55	当方		Forged from stolen mithril for the evil king of Liweris, it is imbued with dark powers that make it a mortal enemy of all things good, and deadly to dragonkind. The city of Liweris was razed by dragons as soon as the word got out, and the king died in flames; but his spear survived.	リウェリスの邪悪な王のために、盗まれたミスリルから鍛えられた。善なるものすべての不倶戴天の敵とし、竜の類に致命の一撃を与える闇の力が込められている。噂が広まるや否や、リウェリスの都は竜たちに焼き払われ、王は炎の中で死んだ。だがこの槍は残った。
353	of Manychin	20	当方		The lost sickle of the legendary hero Manychin, who renounced his comfortable life as a prince to lead oppressed serfs in revolt against the nobility.	伝説の英雄マニチンの失われた鎌だ。彼は王子としての安楽な暮らしを捨て、虐げられた農奴たちを率いて貴族に反旗を翻した。
354	of Multi-Skills	40	当方		Wearing these state-of-the-art boots, you feel strong, agile, and healthy... and yet strangely unsure of yourself.	この最新の長靴を履くと、強く、身軽で、健やかになったように感じる…それでいて、なぜか自分に自信が持てなくなる。
